年份,科目代碼,當年度金額,上年度金額,款,款名,項,項名,目,目名,節,節名,備註,ref
2016,33031300901,1567000,1567000,3,臺中市政府民政局主管,31,臺中市大肚區戶政事務所,2,戶政業務,1,戶政業務,"一、本科目包括戶政業務二、本年度預算數包括:
　　人事費272千元
　　業務費1,295千元",3.31.2.1
2016,33031309000,390000,100000,3,臺中市政府民政局主管,31,臺中市大肚區戶政事務所,3,一般建築及設備,,,,3.31.3
2016,33031309001,390000,100000,3,臺中市政府民政局主管,31,臺中市大肚區戶政事務所,3,一般建築及設備,1,一般建築及設備,"一、本科目包括一般建築及設備二、本年度預算數包括:
　　設備及投資390千元三、本年度預算數與上年度比較：
　　增加 290千元
　　增列 設備及投資290千元",3.31.3.1
2016,00031310000,6973000,7062000,3,臺中市政府民政局主管,32,臺中市和平區戶政事務所,,,,,,3.32
2016,33031310100,5920000,6136000,3,臺中市政府民政局主管,32,臺中市和平區戶政事務所,1,一般行政,,,,3.32.1
2016,33031310101,5920000,6136000,3,臺中市政府民政局主管,32,臺中市和平區戶政事務所,1,一般行政,1,行政管理,"一、本科目包括行政管理二、本年度預算數包括:
　　人事費5,019千元
　　業務費865千元
　　獎補助費36千元三、本年度預算數與上年度比較：
　　減少 216千元
　　減列 人事費214千元
　　減列 業務費2千元",3.32.1.1
2016,33031310900,763000,763000,3,臺中市政府民政局主管,32,臺中市和平區戶政事務所,2,戶政業務,,,,3.32.2
2016,33031310901,763000,763000,3,臺中市政府民政局主管,32,臺中市和平區戶政事務所,2,戶政業務,1,戶政業務,"一、本科目包括戶政業務二、本年度預算數包括:
　　人事費5千元
　　業務費758千元",3.32.2.1
2016,33031319000,290000,163000,3,臺中市政府民政局主管,32,臺中市和平區戶政事務所,3,一般建築及設備,,,,3.32.3
2016,33031319001,290000,163000,3,臺中市政府民政局主管,32,臺中市和平區戶政事務所,3,一般建築及設備,1,一般建築及設備,"一、本科目包括一般建築及設備二、本年度預算數包括:
　　設備及投資290千元三、本年度預算數與上年度比較：
　　增加 127千元
　　增列 設備及投資127千元",3.32.3.1
2016,00230000000,4135454000,3331990000,23,臺中市政府水利局主管,,,,,,,,23
2016,00234300000,4135454000,3331990000,23,臺中市政府水利局主管,1,臺中市政府水利局,,,,,,23.1
2016,58234300100,156444000,168426000,23,臺中市政府水利局主管,1,臺中市政府水利局,1,一般行政,,,,23.1.1
2016,58234300101,156444000,168426000,23,臺中市政府水利局主管,1,臺中市政府水利局,1,一般行政,1,行政管理,"一、本科目包括行政管理二、本年度預算數包括:
　　人事費145,233千元
　　業務費11,169千元
　　獎補助費42千元三、本年度預算數與上年度比較：
　　減少 11,982千元
　　減列 人事費12,153千元
　　增列 業務費153千元
　　增列 獎補助費18千元",23.1.1.1
2016,58234301100,2389836000,1753476000,23,臺中市政府水利局主管,1,臺中市政府水利局,2,水利事務,,,,23.1.2
2016,58234301101,1376525000,552055000,23,臺中市政府水利局主管,1,臺中市政府水利局,2,水利事務,1,河川及區域排水,"一、本科目包括河川及區域排水二、本年度預算數包括:
　　人事費200千元
　　業務費4,645千元
　　設備及投資1,371,680千元三、本年度預算數與上年度比較：
　　增加 824,470千元
　　減列 業務費7,060千元
　　增列 設備及投資831,530千元",23.1.2.1
2016,58234301102,211751000,322008000,23,臺中市政府水利局主管,1,臺中市政府水利局,2,水利事務,2,雨水下水道及市區排水,"一、本科目包括雨水下水道及市區排水二、本年度預算數包括:
　　人事費200千元
　　業務費1,071千元
　　設備及投資210,480千元三、本年度預算數與上年度比較：
　　減少 110,257千元
　　減列 業務費37千元
　　減列 設備及投資110,220千元",23.1.2.2
2016,58234301103,19630000,15541000,23,臺中市政府水利局主管,1,臺中市政府水利局,2,水利事務,3,水利規劃,"一、本科目包括水利規劃二、本年度預算數包括:
　　人事費154千元
　　業務費19,476千元三、本年度預算數與上年度比較：
　　增加 4,089千元
　　增列 業務費4,089千元",23.1.2.3
2016,58234301104,4051000,33006000,23,臺中市政府水利局主管,1,臺中市政府水利局,2,水利事務,4,水利管理及水權登記,"一、本科目包括水利管理及水權登記二、本年度預算數包括:
　　人事費150千元
　　業務費2,801千元
　　設備及投資1,100千元
　　獎補助費0千元三、本年度預算數與上年度比較：
　　減少 28,955千元
　　減列 業務費10,779千元
　　減列 設備及投資17,666千元
　　減列 獎補助費510千元",23.1.2.4
2016,58234301106,29793000,24738000,23,臺中市政府水利局主管,1,臺中市政府水利局,2,水利事務,5,防災工程及防災整備,"一、本科目包括防災工程及防災整備二、本年度預算數包括:
　　人事費180千元
　　業務費21,153千元
　　設備及投資8,460千元三、本年度預算數與上年度比較：
　　增加 5,055千元
　　減列 業務費3,405千元
　　增列 設備及投資8,460千元",23.1.2.5
2016,58234301107,415321000,493355000,23,臺中市政府水利局主管,1,臺中市政府水利局,2,水利事務,6,水土保持、野溪及農路維護,"一、本科目包括水土保持、野溪及農路維護二、本年度預算數包括:
　　人事費200千元
　　業務費1,121千元
　　設備及投資414,000千元
　　獎補助費0千元三、本年度預算數與上年度比較：
　　減少 78,034千元
　　減列 業務費34千元
　　減列 設備及投資71,000千元
　　減列 獎補助費7,000千元",23.1.2.6
2016,58234301108,8659000,8373000,23,臺中市政府水利局主管,1,臺中市政府水利局,2,水利事務,7,坡地保育、利用及管理,"一、本科目包括坡地保育、利用及管理二、本年度預算數包括:
　　人事費280千元
　　業務費8,323千元
　　獎補助費56千元三、本年度預算數與上年度比較：
　　增加 286千元
　　增列 業務費286千元",23.1.2.7
2016,58234301109,324106000,304400000,23,臺中市政府水利局主管,1,臺中市政府水利局,2,水利事務,8,水利設施養護,"一、本科目包括水利設施養護二、本年度預算數包括:
　　人事費200千元
　　業務費27,506千元
　　設備及投資296,400千元三、本年度預算數與上年度比較：
　　增加 19,706千元
　　減列 業務費4,294千元
　　增列 設備及投資24,000千元",23.1.2.8
2016,58234307900,2100000,2100000,23,臺中市政府水利局主管,1,臺中市政府水利局,3,第一預備金,,,,23.1.3
2016,58234307901,2100000,2100000,23,臺中市政府水利局主管,1,臺中市政府水利局,3,第一預備金,1,第一預備金,"一、本科目包括第一預備金二、本年度預算數包括:
　　預備金2,100千元",23.1.3.1
2016,58234309000,450000,450000,23,臺中市政府水利局主管,1,臺中市政府水利局,4,一般建築及設備,,,,23.1.4
2016,58234309001,450000,450000,23,臺中市政府水利局主管,1,臺中市政府水利局,4,一般建築及設備,1,一般建築及設備,"一、本科目包括一般建築及設備二、本年度預算數包括:
　　設備及投資450千元",23.1.4.1
2016,73234300700,1586624000,1407538000,23,臺中市政府水利局主管,1,臺中市政府水利局,5,水利事務,,,,23.1.5
2016,73234300701,23339000,793000,23,臺中市政府水利局主管,1,臺中市政府水利局,5,水利事務,1,污水工程業務,"一、本科目包括污水工程業務二、本年度預算數包括:
　　人事費200千元
　　業務費23,139千元三、本年度預算數與上年度比較：
　　增加 22,546千元
　　增列 業務費22,546千元",23.1.5.1
2016,73234300702,1239453000,1230000000,23,臺中市政府水利局主管,1,臺中市政府水利局,5,水利事務,2,污水工程,"一、本科目包括污水工程二、本年度預算數包括:
　　設備及投資1,239,453千元三、本年度預算數與上年度比較：
　　增加 9,453千元
　　增列 設備及投資9,453千元",23.1.5.2
2016,73234300703,171832000,125273000,23,臺中市政府水利局主管,1,臺中市政府水利局,5,水利事務,3,污水營運業務,"一、本科目包括污水營運業務二、本年度預算數包括:
　　人事費200千元
　　業務費171,632千元三、本年度預算數與上年度比較：
　　增加 46,559千元
　　增列 業務費46,559千元",23.1.5.3
2016,73234300704,152000000,51472000,23,臺中市政府水利局主管,1,臺中市政府水利局,5,水利事務,4,污水營運工程,"一、本科目包括污水營運工程二、本年度預算數包括:
　　設備及投資152,000千元三、本年度預算數與上年度比較：
　　增加 100,528千元
　　增列 設備及投資100,528千元",23.1.5.4
2016,00200000000,155497000,154818000,20,臺中市政府法制局主管,,,,,,,,20
2016,00204000000,155497000,154818000,20,臺中市政府法制局主管,1,臺中市政府法制局,,,,,,20.1
2016,32204000100,85747000,85330000,20,臺中市政府法制局主管,1,臺中市政府法制局,1,一般行政,,,,20.1.1
2016,32204000101,85747000,85330000,20,臺中市政府法制局主管,1,臺中市政府法制局,1,一般行政,1,行政管理,"一、本科目包括行政管理二、本年度預算數包括:
　　人事費78,984千元
　　業務費6,709千元
　　獎補助費54千元三、本年度預算數與上年度比較：
　　增加 417千元
　　增列 業務費405千元
　　增列 獎補助費12千元",20.1.1.1
2016,32204001800,26543000,28538000,20,臺中市政府法制局主管,1,臺中市政府法制局,2,法制業務,,,,20.1.2
2016,32204001801,2120000,2619000,20,臺中市政府法制局主管,1,臺中市政府法制局,2,法制業務,1,法規審議,"一、本科目包括法規審議二、本年度預算數包括:
　　人事費671千元
　　業務費1,449千元三、本年度預算數與上年度比較：
　　減少 499千元
　　增列 人事費1千元
　　減列 業務費500千元",20.1.2.1
2016,32204001802,1555000,1554000,20,臺中市政府法制局主管,1,臺中市政府法制局,2,法制業務,2,法規諮詢,"一、本科目包括法規諮詢二、本年度預算數包括:
　　人事費651千元
　　業務費904千元三、本年度預算數與上年度比較：
　　增加 1千元
　　增列 人事費1千元",20.1.2.2
2016,32204001803,2199000,2639000,20,臺中市政府法制局主管,1,臺中市政府法制局,2,法制業務,3,行政救濟,"一、本科目包括行政救濟二、本年度預算數包括:
　　人事費220千元
　　業務費1,979千元三、本年度預算數與上年度比較：
　　減少 440千元
　　減列 業務費440千元",20.1.2.3
2016,32204001804,13330000,13589000,20,臺中市政府法制局主管,1,臺中市政府法制局,2,法制業務,4,採購申訴審議,"一、本科目包括採購申訴審議二、本年度預算數包括:
　　人事費120千元
　　業務費12,110千元
　　獎補助費1,100千元三、本年度預算數與上年度比較：
　　減少 259千元
　　減列 獎補助費259千元",20.1.2.4
2016,32204001805,3973000,4271000,20,臺中市政府法制局主管,1,臺中市政府法制局,2,法制業務,5,消費者保護,"一、本科目包括消費者保護二、本年度預算數包括:
　　人事費1,201千元
　　業務費2,732千元
　　獎補助費40千元三、本年度預算數與上年度比較：
　　減少 298千元
　　增列 人事費2千元
　　減列 業務費260千元
　　減列 獎補助費40千元",20.1.2.5
2016,32204001806,3366000,3866000,20,臺中市政府法制局主管,1,臺中市政府法制局,2,法制業務,6,行政執行,"一、本科目包括行政執行二、本年度預算數包括:
　　人事費132千元
　　業務費3,234千元三、本年度預算數與上年度比較：
　　減少 500千元
　　減列 業務費500千元",20.1.2.6
2016,32204007900,500000,500000,20,臺中市政府法制局主管,1,臺中市政府法制局,3,第一預備金,,,,20.1.3
2016,32204007901,500000,500000,20,臺中市政府法制局主管,1,臺中市政府法制局,3,第一預備金,1,第一預備金,"一、本科目包括第一預備金二、本年度預算數包括:
　　預備金500千元",20.1.3.1
2016,32204009000,2707000,450000,20,臺中市政府法制局主管,1,臺中市政府法制局,4,一般建築及設備,,,,20.1.4
2016,32204009001,2707000,450000,20,臺中市政府法制局主管,1,臺中市政府法制局,4,一般建築及設備,1,一般建築及設備,"一、本科目包括一般建築及設備二、本年度預算數包括:
　　設備及投資2,707千元三、本年度預算數與上年度比較：
　　增加 2,257千元
　　增列 設備及投資2,257千元",20.1.4.1
2016,89204000100,40000000,40000000,20,臺中市政府法制局主管,1,臺中市政府法制局,5,國家賠償金,,,,20.1.5
2016,89204000101,40000000,40000000,20,臺中市政府法制局主管,1,臺中市政府法制局,5,國家賠償金,1,國家賠償金,"一、本科目包括國家賠償金二、本年度預算數包括:
　　獎補助費40,000千元",20.1.5.1
2016,00150000000,2151703000,2115684000,15,臺中市政府消防局主管,,,,,,,,15
2016,00153000000,2151703000,2115684000,15,臺中市政府消防局主管,1,臺中市政府消防局,,,,,,15.1
2016,33153000100,1876052000,1836557000,15,臺中市政府消防局主管,1,臺中市政府消防局,1,一般行政,,,,15.1.1
2016,33153000101,1876052000,1836557000,15,臺中市政府消防局主管,1,臺中市政府消防局,1,一般行政,1,行政管理,"一、本科目包括行政管理二、本年度預算數包括:
　　人事費1,781,904千元
　　業務費92,930千元
　　獎補助費1,218千元三、本年度預算數與上年度比較：
　　增加 39,495千元
　　增列 人事費47,606千元
　　減列 業務費8,111千元",15.1.1.1
2016,33153001200,121613000,109793000,15,臺中市政府消防局主管,1,臺中市政府消防局,2,消防業務,,,,15.1.2
2016,33153001201,11895000,15425000,15,臺中市政府消防局主管,1,臺中市政府消防局,2,消防業務,1,消防行政工作,"一、本科目包括消防行政工作二、本年度預算數包括:
　　業務費7,020千元
　　獎補助費4,875千元三、本年度預算數與上年度比較：
　　減少 3,530千元
　　減列 業務費3,530千元",15.1.2.1
2016,33153001202,5509000,3262000,15,臺中市政府消防局主管,1,臺中市政府消防局,2,消防業務,2,火災預防,"一、本科目包括火災預防二、本年度預算數包括:
　　人事費160千元
　　業務費4,012千元
　　獎補助費1,337千元三、本年度預算數與上年度比較：
　　增加 2,247千元
　　增列 業務費1,490千元
　　增列 獎補助費757千元",15.1.2.2
2016,33153001203,6877000,6400000,15,臺中市政府消防局主管,1,臺中市政府消防局,2,消防業務,3,危險物品管理,"一、本科目包括危險物品管理二、本年度預算數包括:
　　業務費350千元
　　獎補助費6,527千元三、本年度預算數與上年度比較：
　　增加 477千元
　　增列 獎補助費477千元",15.1.2.3
2016,33153001204,25560000,21577000,15,臺中市政府消防局主管,1,臺中市政府消防局,2,消防業務,4,災害搶救,"一、本科目包括災害搶救二、本年度預算數包括:
　　業務費23,495千元
　　獎補助費2,065千元三、本年度預算數與上年度比較：
　　增加 3,983千元
　　增列 業務費3,983千元",15.1.2.4
2016,33153001205,17272000,14475000,15,臺中市政府消防局主管,1,臺中市政府消防局,2,消防業務,5,災害管理,"一、本科目包括災害管理二、本年度預算數包括:
　　人事費1,000千元
　　業務費16,272千元三、本年度預算數與上年度比較：
　　增加 2,797千元
　　增列 業務費2,797千元",15.1.2.5
2016,33153001206,10342000,12732000,15,臺中市政府消防局主管,1,臺中市政府消防局,2,消防業務,6,緊急救護,"一、本科目包括緊急救護二、本年度預算數包括:
　　業務費10,342千元三、本年度預算數與上年度比較：
　　減少 2,390千元
　　減列 業務費2,390千元",15.1.2.6
2016,33153001207,7659000,4716000,15,臺中市政府消防局主管,1,臺中市政府消防局,2,消防業務,7,教育訓練,"一、本科目包括教育訓練二、本年度預算數包括:
　　業務費7,659千元三、本年度預算數與上年度比較：
　　增加 2,943千元
　　增列 業務費2,943千元",15.1.2.7
2016,33153001208,1112000,768000,15,臺中市政府消防局主管,1,臺中市政府消防局,2,消防業務,8,火災調查,"一、本科目包括火災調查二、本年度預算數包括:
　　人事費100千元
　　業務費1,012千元三、本年度預算數與上年度比較：
　　增加 344千元
　　增列 業務費344千元",15.1.2.8
2016,33153001209,15872000,13595000,15,臺中市政府消防局主管,1,臺中市政府消防局,2,消防業務,9,救災救護指揮中心,"一、本科目包括救災救護指揮中心二、本年度預算數包括:
　　人事費621千元
　　業務費15,251千元三、本年度預算數與上年度比較：
　　增加 2,277千元
　　增列 業務費2,277千元",15.1.2.9
2016,33153001210,1274000,1264000,15,臺中市政府消防局主管,1,臺中市政府消防局,2,消防業務,10,特搜大隊,"一、本科目包括特搜大隊二、本年度預算數包括:
　　業務費1,274千元三、本年度預算數與上年度比較：
　　增加 10千元
　　增列 業務費10千元",15.1.2.10
2016,33153001211,18241000,15579000,15,臺中市政府消防局主管,1,臺中市政府消防局,2,消防業務,11,各救災救護大隊,"一、本科目包括各救災救護大隊二、本年度預算數包括:
　　業務費18,241千元三、本年度預算數與上年度比較：
　　增加 2,662千元
　　增列 業務費2,662千元",15.1.2.11
2016,33153007900,3800000,3800000,15,臺中市政府消防局主管,1,臺中市政府消防局,3,第一預備金,,,,15.1.3
2016,33153007901,3800000,3800000,15,臺中市政府消防局主管,1,臺中市政府消防局,3,第一預備金,1,第一預備金,"一、本科目包括第一預備金二、本年度預算數包括:
　　預備金3,800千元",15.1.3.1
2016,33153009000,150238000,165534000,15,臺中市政府消防局主管,1,臺中市政府消防局,4,一般建築及設備,,,,15.1.4
2016,33153009001,150238000,165534000,15,臺中市政府消防局主管,1,臺中市政府消防局,4,一般建築及設備,1,一般建築及設備,"一、本科目包括一般建築及設備二、本年度預算數包括:
　　設備及投資148,988千元
　　獎補助費1,250千元三、本年度預算數與上年度比較：
　　減少 15,296千元
　　減列 設備及投資15,296千元",15.1.4.1
2016,00190000000,90498000,89701000,19,臺中市政府地政局主管,,,,,,,,19
2016,00193850000,90498000,89701000,19,臺中市政府地政局主管,6,臺中市清水地政事務所,,,,,,19.6
2016,33193850100,64262000,63921000,19,臺中市政府地政局主管,6,臺中市清水地政事務所,1,一般行政,,,,19.6.1
2016,33193850101,64262000,63921000,19,臺中市政府地政局主管,6,臺中市清水地政事務所,1,一般行政,1,行政管理,"一、本科目包括行政管理二、本年度預算數包括:
　　人事費50,975千元
　　業務費13,149千元
　　獎補助費138千元三、本年度預算數與上年度比較：
　　增加 341千元
　　減列 人事費181千元
　　增列 業務費522千元",19.6.1.1
2016,33193851300,21200000,25610000,19,臺中市政府地政局主管,6,臺中市清水地政事務所,2,地政業務,,,,19.6.2
2016,33193851302,198000,320000,19,臺中市政府地政局主管,6,臺中市清水地政事務所,2,地政業務,1,地價管理,"一、本科目包括地價管理二、本年度預算數包括:
　　業務費198千元三、本年度預算數與上年度比較：
　　減少 122千元
　　減列 業務費122千元",19.6.2.1
2016,33193851304,36000,36000,19,臺中市政府地政局主管,6,臺中市清水地政事務所,2,地政業務,2,地用管理,"一、本科目包括地用管理二、本年度預算數包括:
　　業務費36千元",19.6.2.2
2016,33193851307,19814000,23634000,19,臺中市政府地政局主管,6,臺中市清水地政事務所,2,地政業務,3,測量管理,"一、本科目包括測量管理二、本年度預算數包括:
　　人事費1,492千元
　　業務費18,322千元三、本年度預算數與上年度比較：
　　減少 3,820千元
　　減列 人事費4千元
　　減列 業務費3,816千元",19.6.2.3
2016,33193851309,1152000,1620000,19,臺中市政府地政局主管,6,臺中市清水地政事務所,2,地政業務,4,登記管理,"一、本科目包括登記管理二、本年度預算數包括:
　　人事費9千元
　　業務費1,143千元三、本年度預算數與上年度比較：
　　減少 468千元
　　減列 人事費4千元
　　減列 業務費464千元",19.6.2.4
2016,33193859000,5036000,170000,19,臺中市政府地政局主管,6,臺中市清水地政事務所,3,一般建築及設備,,,,19.6.3
2016,33193859001,5036000,170000,19,臺中市政府地政局主管,6,臺中市清水地政事務所,3,一般建築及設備,1,一般建築及設備,"一、本科目包括一般建築及設備二、本年度預算數包括:
　　設備及投資5,036千元三、本年度預算數與上年度比較：
　　增加 4,866千元
　　增列 設備及投資4,866千元",19.6.3.1
2016,00170000000,4760856000,4512065000,17,臺中市政府環境保護局主管,,,,,,,,17
2016,00173500000,4760856000,4512065000,17,臺中市政府環境保護局主管,1,臺中市政府環境保護局,,,,,,17.1
2016,73173500100,1983099000,1898815000,17,臺中市政府環境保護局主管,1,臺中市政府環境保護局,1,一般行政,,,,17.1.1
2016,73173500101,1983099000,1898815000,17,臺中市政府環境保護局主管,1,臺中市政府環境保護局,1,一般行政,1,行政管理,"一、本科目包括行政管理二、本年度預算數包括:
　　人事費1,944,754千元
　　業務費33,425千元
　　獎補助費4,920千元三、本年度預算數與上年度比較：
　　增加 84,284千元
　　增列 人事費83,064千元
　　減列 業務費100千元
　　增列 獎補助費1,320千元",17.1.1.1
2016,73173500200,314078000,352643000,17,臺中市政府環境保護局主管,1,臺中市政府環境保護局,2,環境保護業務,,,,17.1.2
2016,73173500201,7353000,48803000,17,臺中市政府環境保護局主管,1,臺中市政府環境保護局,2,環境保護業務,1,綜合計畫業務,"一、本科目包括綜合計畫業務二、本年度預算數包括:
　　人事費584千元
　　業務費6,668千元
　　獎補助費101千元三、本年度預算數與上年度比較：
　　減少 41,450千元
　　減列 人事費62千元
　　減列 業務費41,388千元",17.1.2.1
2016,73173500202,10942000,10847000,17,臺中市政府環境保護局主管,1,臺中市政府環境保護局,2,環境保護業務,2,空氣及噪音管制業務,"一、本科目包括空氣及噪音管制業務二、本年度預算數包括:
　　人事費4,175千元
　　業務費5,731千元
　　獎補助費1,036千元三、本年度預算數與上年度比較：
　　增加 95千元
　　增列 人事費227千元
　　減列 業務費310千元
　　增列 獎補助費178千元",17.1.2.2
2016,73173500203,21634000,17584000,17,臺中市政府環境保護局主管,1,臺中市政府環境保護局,2,環境保護業務,3,水質及土壤保護業務,"一、本科目包括水質及土壤保護業務二、本年度預算數包括:
　　人事費3,570千元
　　業務費17,284千元
　　獎補助費780千元三、本年度預算數與上年度比較：
　　增加 4,050千元
　　減列 人事費468千元
　　增列 業務費4,518千元",17.1.2.3
2016,73173500204,58431000,50086000,17,臺中市政府環境保護局主管,1,臺中市政府環境保護局,2,環境保護業務,4,廢棄物管理,"一、本科目包括廢棄物管理二、本年度預算數包括:
　　人事費2,251千元
　　業務費55,930千元
　　獎補助費250千元三、本年度預算數與上年度比較：
　　增加 8,345千元
　　減列 人事費654千元
　　增列 業務費9,109千元
　　減列 獎補助費110千元",17.1.2.4
2016,73173500205,148700000,151500000,17,臺中市政府環境保護局主管,1,臺中市政府環境保護局,2,環境保護業務,5,資源回收業務,"一、本科目包括資源回收業務二、本年度預算數包括:
　　人事費74,700千元
　　業務費58,000千元
　　獎補助費16,000千元三、本年度預算數與上年度比較：
　　減少 2,800千元
　　減列 業務費2,800千元",17.1.2.5
2016,73173500206,7759000,7950000,17,臺中市政府環境保護局主管,1,臺中市政府環境保護局,2,環境保護業務,6,環境檢驗業務,"一、本科目包括環境檢驗業務二、本年度預算數包括:
　　人事費120千元
　　業務費7,639千元三、本年度預算數與上年度比較：
　　減少 191千元
　　減列 人事費30千元
　　減列 業務費161千元",17.1.2.6
2016,73173500207,35085000,41968000,17,臺中市政府環境保護局主管,1,臺中市政府環境保護局,2,環境保護業務,7,環境及毒化管理,"一、本科目包括環境及毒化管理二、本年度預算數包括:
　　人事費2,443千元
　　業務費32,519千元
　　獎補助費123千元三、本年度預算數與上年度比較：
　　減少 6,883千元
　　減列 人事費56千元
　　減列 業務費6,820千元
　　減列 獎補助費7千元",17.1.2.7
2016,73173500208,24174000,23905000,17,臺中市政府環境保護局主管,1,臺中市政府環境保護局,2,環境保護業務,8,環境稽查業務,"一、本科目包括環境稽查業務二、本年度預算數包括:
　　人事費13,754千元
　　業務費8,130千元
　　獎補助費2,290千元三、本年度預算數與上年度比較：
　　增加 269千元
　　增列 人事費625千元
　　增列 業務費64千元
　　減列 獎補助費420千元",17.1.2.8
2016,73173500400,1105946000,973651000,17,臺中市政府環境保護局主管,1,臺中市政府環境保護局,3,清潔隊業務,,,,17.1.3
2016,73173500401,824262000,654702000,17,臺中市政府環境保護局主管,1,臺中市政府環境保護局,3,清潔隊業務,1,清潔隊管理,"一、本科目包括清潔隊管理二、本年度預算數包括:
　　人事費312,699千元
　　業務費511,563千元
　　獎補助費0千元三、本年度預算數與上年度比較：
　　增加 169,560千元
　　增列 人事費71,440千元
　　增列 業務費116,414千元
　　減列 獎補助費18,294千元",17.1.3.1
2016,73173500402,256316000,295938000,17,臺中市政府環境保護局主管,1,臺中市政府環境保護局,3,清潔隊業務,2,清潔車輛管理,"一、本科目包括清潔車輛管理二、本年度預算數包括:
　　業務費256,316千元
　　獎補助費0千元三、本年度預算數與上年度比較：
　　減少 39,622千元
　　減列 業務費34,361千元
　　減列 獎補助費5,261千元",17.1.3.2
2016,73173500403,25368000,23011000,17,臺中市政府環境保護局主管,1,臺中市政府環境保護局,3,清潔隊業務,3,勞工安全衛生管理,"一、本科目包括勞工安全衛生管理二、本年度預算數包括:
　　人事費1,116千元
　　業務費24,252千元
　　獎補助費0千元三、本年度預算數與上年度比較：
　　增加 2,357千元
　　增列 人事費149千元
　　增列 業務費2,314千元
　　減列 獎補助費106千元",17.1.3.3
2016,73173500500,932993000,946613000,17,臺中市政府環境保護局主管,1,臺中市政府環境保護局,4,環境工程及設施業務,,,,17.1.4
2016,73173500501,27017000,26339000,17,臺中市政府環境保護局主管,1,臺中市政府環境保護局,4,環境工程及設施業務,1,廢棄物處理及再利用業務,"一、本科目包括廢棄物處理及再利用業務二、本年度預算數包括:
　　人事費80千元
　　業務費26,937千元三、本年度預算數與上年度比較：
　　增加 678千元
　　增列 業務費678千元",17.1.4.1
2016,73173500502,53620000,50784000,17,臺中市政府環境保護局主管,1,臺中市政府環境保護局,4,環境工程及設施業務,2,垃圾掩埋場業務,"一、本科目包括垃圾掩埋場業務二、本年度預算數包括:
　　人事費270千元
　　業務費53,350千元
　　獎補助費0千元三、本年度預算數與上年度比較：
　　增加 2,836千元
　　增列 業務費3,436千元
　　減列 獎補助費600千元",17.1.4.2
2016,73173500503,843222000,860290000,17,臺中市政府環境保護局主管,1,臺中市政府環境保護局,4,環境工程及設施業務,3,垃圾焚化廠業務,"一、本科目包括垃圾焚化廠業務二、本年度預算數包括:
　　人事費293千元
　　業務費774,597千元
　　獎補助費68,332千元三、本年度預算數與上年度比較：
　　減少 17,068千元
　　減列 業務費17,068千元",17.1.4.3
2016,73173500504,642000,900000,17,臺中市政府環境保護局主管,1,臺中市政府環境保護局,4,環境工程及設施業務,4,環境工程業務,"一、本科目包括環境工程業務二、本年度預算數包括:
　　人事費50千元
　　業務費592千元三、本年度預算數與上年度比較：
　　減少 258千元
　　減列 人事費50千元
　　減列 業務費208千元",17.1.4.4
2016,73173500505,8492000,8300000,17,臺中市政府環境保護局主管,1,臺中市政府環境保護局,4,環境工程及設施業務,5,回饋金及行政業務,"一、本科目包括回饋金及行政業務二、本年度預算數包括:
　　人事費90千元
　　業務費6,102千元
　　獎補助費2,300千元三、本年度預算數與上年度比較：
　　增加 192千元
　　增列 業務費162千元
　　增列 獎補助費30千元",17.1.4.5
2016,73173507900,10000000,10000000,17,臺中市政府環境保護局主管,1,臺中市政府環境保護局,5,第一預備金,,,,17.1.5
2016,73173507901,10000000,10000000,17,臺中市政府環境保護局主管,1,臺中市政府環境保護局,5,第一預備金,1,第一預備金,"一、本科目包括第一預備金二、本年度預算數包括:
　　預備金10,000千元",17.1.5.1
2016,73173509000,414740000,330343000,17,臺中市政府環境保護局主管,1,臺中市政府環境保護局,6,一般建築及設備,,,,17.1.6
2016,73173509001,414740000,330343000,17,臺中市政府環境保護局主管,1,臺中市政府環境保護局,6,一般建築及設備,1,一般建築及設備,"一、本科目包括一般建築及設備二、本年度預算數包括:
　　設備及投資411,240千元
　　獎補助費3,500千元三、本年度預算數與上年度比較：
　　增加 84,397千元
　　增列 設備及投資80,897千元
　　增列 獎補助費3,500千元",17.1.6.1
2016,00120000000,11692607000,9909115000,12,臺中市政府社會局主管,,,,,,,,12
2016,00122300000,11205898000,9479126000,12,臺中市政府社會局主管,1,臺中市政府社會局,,,,,,12.1
2016,66122300200,703000000,563000000,12,臺中市政府社會局主管,1,臺中市政府社會局,1,社會保險,,,,12.1.1
2016,66122300201,703000000,563000000,12,臺中市政府社會局主管,1,臺中市政府社會局,1,社會保險,1,社會保險,"一、本科目包括社會保險二、本年度預算數包括:
　　獎補助費703,000千元三、本年度預算數與上年度比較：
　　增加 140,000千元
　　增列 獎補助費140,000千元",12.1.1.1
2016,67122300100,1816659000,1242942000,12,臺中市政府社會局主管,1,臺中市政府社會局,2,社會救濟,,,,12.1.2
2016,67122300101,1816659000,1242942000,12,臺中市政府社會局主管,1,臺中市政府社會局,2,社會救濟,1,社會救濟,"一、本科目包括社會救濟二、本年度預算數包括:
　　人事費911千元
　　業務費40,196千元
　　獎補助費1,775,552千元三、本年度預算數與上年度比較：
　　增加 573,717千元
　　增列 人事費1千元
　　增列 業務費2,471千元
　　增列 獎補助費571,245千元",12.1.2.1
2016,68122300100,192713000,175390000,12,臺中市政府社會局主管,1,臺中市政府社會局,3,一般行政,,,,12.1.3
