款,項,目,節,科目編號,科目名稱,本年度預算數,上年度預算數,本年度與上年度比較,說明
22,1,9,  ,5361018100,非營業特種基金,"60,453 ","26,859 ","33,594 ",  
22,1,9,1,5361018101,國立文化機構作業基金,"60,453 ","26,859 ","33,594 ","本年度預算數之內容與上年度之比較如下：
1.國立中正紀念堂管理處經費19,640千元，
較上年度增列14,400千元。

2.國立國父紀念館經費40,813千元，較上年
度增列35,800千元。
3.上年度國立歷史博物館預算業已編竣，所
列16,606千元如數減列。"
22,1,10,  ,5361019000,一般建築及設備,635 ,-,635 ,  
22,1,10,1,5361019011,交通及運輸設備,635 ,-,635 ,新增汰換公務車1輛經費如列數。
22,1,11,  ,5361019800,第一預備金,"23,000 ","23,000 ",-,仍照上年度預算數編列。
22,2,  ,  ,0061100000,文化資產局,"981,420 ","1,145,356 ","-163,936 ",  
22,2,  ,999,5361100000,文化支出,"981,420 ","1,145,356 ","-163,936 ",  
22,2,1,  ,5361100100,一般行政,"181,961 ","186,660 ","-4,699 ","本年度預算數之內容與上年度之比較如下：
1.人員維持費145,162千元，與上年度同。
2.基本行政工作維持費36,799千元，較上年
度減列數據通訊費等4,699千元。"
22,2,2,  ,5361100200,文化資產業務,"798,459 ","957,696 ","-159,237 ","本年度預算數之內容與上年度之比較如下：
1.文化資產維護管理及再利用計畫經費155,
386千元，較上年度減列辦理古蹟、歷史
建築保存及修復等經費4,300千元，增列
辦理文化資產普查等經費9,614千元，計
淨增5,314千元。
2.有形文化資產管理體系計畫總經費2,583,
007千元，分年辦理，99至103年度已編列
1,524,682千元，本年度續編350,207千元
，較上年度增列26,211千元。
3.無形文化資產與保存技術推廣計畫總經費
626,622千元，分年辦理，99至103年度已
編列360,739千元，本年度續編89,240千
元，較上年度增列2,112千元。
4.文化資產保存修護研究領航計畫總經費14
5,178千元，分年辦理，99至103年度已編
列79,781千元，本年度續編21,027千元，
較上年度減列899千元。
5.歷史文化場域保存活化計畫總經費704,93
3千元，分年辦理，99至103年度已編列40
7,212千元，本年度續編105,627千元，較
上年度減列6,339千元。
6.文化資產育成中心建置計畫總經費528,26
2千元，分年辦理，99至103年度已編列27
9,923千元，本年度續編36,972千元，較
上年度減列7,637千元。
7.價值產值化計畫－臺中文化創意產業園區
經費40,000千元，較上年度減列園區內部
裝修及木工坊修復工程等經費177,999千
元。"
22,2,3,  ,5361109800,第一預備金,"1,000 ","1,000 ",-,仍照上年度預算數編列。
22,3,  ,  ,0061200000,影視及流行音樂產業局,"1,631,828 ","1,528,682 ","103,146 ",  
22,3,  ,999,5361200000,文化支出,"1,631,828 ","1,528,682 ","103,146 ",  
22,3,1,  ,5361200100,一般行政,"121,135 ","120,833 ",302 ,"本年度預算數之內容與上年度之比較如下：
1.人員維持費92,022千元，與上年度同。
2.基本行政工作維持費17,215千元，較上年
度增列辦公庶務等經費421千元。
3.影視及流行音樂產業資訊平臺計畫總經費
95,365千元，分5年辦理，101至103年度
已編列44,027千元，本年度續編第4年經
費11,898千元，較上年度減列119千元。"
22,3,2,  ,5361201000,電影事業輔導,"487,129 ","506,050 ","-18,921 ","本年度預算數之內容與上年度之比較如下：
1.電影事業從業人員及團體之輔導與獎助經
費16,530千元，較上年度增列電影推廣活
動等經費7,311千元。
2.電影產業發展旗艦計畫418,864千元，較
上年度減列輔助拍攝具市場競爭力或文化
藝術等多元性之國片等經費11,911千元。
3.辦理電影片審查及電影事業管理經費1,73
5千元，較上年度減列購置放映資訊設備
及整修審片室等經費3,111千元。
4.加強電影產業國際合作及推廣經費25,000
千元，較上年度減列輔助人才培訓、多元
化播映及推廣活動等經費36,210千元。
5.新增國產紀錄片國際交流經費25,000千元
。"
22,3,3,  ,5361201100,廣播電視事業輔導,"548,582 ","524,817 ","23,765 ","本年度預算數之內容與上年度之比較如下：
1.廣播電視節目供應事業之管理及輔導經費
6,798千元，較上年度減列廣播電視相關
研習會及座談會等經費783千元。
2.廣播電視內容產業發展旗艦計畫經費120,
944千元，較上年度增列補助海外行銷計
畫等經費24,272千元。
3.高畫質電視推展計畫總經費3,078,000千
元，係由文化部與影視及流行音樂產業局
分年辦理，影視及流行音樂產業局101至1
03年度已編列1,300,101千元，本年度續
編380,840千元，較上年度減列160千元。
4.數位媒體發展中心計畫經費15,000千元，
較上年度減列輔導引進國際影視產業產銷
運作機制等經費24,564千元。
5.新增鼓勵製作國產紀錄片計畫經費25,000
千元。"
22,3,4,  ,5361201200,流行音樂產業輔導,"473,982 ","375,982 ","98,000 ","本年度預算數473,982千元，係辦理流行音
樂產業發展旗艦計畫，較上年度增列產業人
才教育訓練及強化產業經紀中介功能等經費
98,000千元。"
22,3,5,  ,5361209800,第一預備金,"1,000 ","1,000 ",-,仍照上年度預算數編列。
22,4,  ,  ,0061300000,國立傳統藝術中心,"913,752 ","1,319,566 ","-405,814 ",  
22,4,  ,999,5361300000,文化支出,"913,752 ","1,319,566 ","-405,814 ",  
22,4,1,  ,5361300100,一般行政,"294,387 ","297,005 ","-2,618 ","本年度預算數之內容與上年度之比較如下：
1.人員維持費265,384千元，與上年度同。
2.基本行政工作維持費29,003千元，較上年
度減列館舍維運等經費2,618千元。"
22,4,2,  ,5361300200,傳統藝術中心業務,"354,965 ","201,079 ","153,886 ","本年度預算數之內容與上年度之比較如下：
1.傳統藝術數位典藏與加值運用計畫經費14
,260千元，較上年度減列臺灣傳統藝術出
版與加值運用計畫及臺灣音樂館等派出單
位影音出版經費1,906千元。
2.傳統藝術展演劇藝交流及人才培育計畫經
費54,156千元，較上年度增列蔣渭水演藝
廳、曲藝館表演劇場設備管理及傳藝金曲
獎設置等經費11,962千元。
3.傳藝園區營運與推廣計畫經費21,191千元
，較上年度減列園區館舍維運及委外經營
可行性評估先期規劃等經費6,830千元。
4.臺灣音樂資源整合計畫經費15,420千元，
較上年度減列臺灣音樂館營運服務計畫等
經費1,434千元。
5.京劇藝術之展演與發展計畫經費50,973千
元，較上年度增列京劇拓展及深耕計畫等
經費8,788千元。
6.豫劇之展演與發展計畫經費27,499千元，
較上年度減列房舍整修及排練空間改善等
經費17,000千元，增列傳統戲曲社區行腳
計畫等經費8,685千元，計淨減8,315千元
。
7.臺灣國樂展演與發展計畫經費25,966千元
，較上年度增列臺灣國樂團國樂創演人才
網絡計畫等經費6,121千元。
8.新增臺灣科技融藝創新計畫經費13,200千
元。
9.新增跨藝匯流傳統入心－跨域加值發展計
畫經費132,300千元。"
22,4,3,  ,5361300300,戲劇藝術中心籌建計畫,"263,400 ","819,877 ","-556,477 ","國立臺灣戲劇藝術中心籌建計畫總經費1,66
0,970千元，分年辦理，97至103年度已編列
1,397,401千元，本年度續編263,400千元，
較上年度減列556,477千元。"
22,4,4,  ,5361300400,交通及運輸設備,-,605 ,-605 ,"上年度汰換公務車1輛預算業已編竣，所列6
05千元如數減列。"
22,4,5,  ,5361309800,第一預備金,"1,000 ","1,000 ",-,仍照上年度預算數編列。
22,5,  ,  ,0061400000,國立臺灣美術館及所屬,"618,726 ","641,548 ","-22,822 ",  
22,5,  ,999,5361400000,文化支出,"618,726 ","641,548 ","-22,822 ",  
22,5,1,  ,5361400100,一般行政,"143,042 ","143,415 ",-373 ,"本年度預算數之內容與上年度之比較如下：
1.人員維持費107,685千元，較上年度核實
減列人事費2,000千元。
2.基本行政工作維持費35,357千元，較上年
度增列館舍修繕工程等經費1,627千元。"
22,5,2,  ,5361400200,美術館業務,"190,646 ","214,366 ","-23,720 ","本年度預算數之內容與上年度之比較如下：
1.美術推展工作經費128,832千元，較上年
度減列威尼斯建築雙年展等經費11,585千
元。
2.價值產值化計畫－藝術應用與發展經費45
,614千元，較上年度減列購置當代作品及
展演活動設備等經費3,303千元。
3.新增臺灣科技融藝創新計畫經費16,200千
元。
4.上年度數位科技與視覺藝術共構計畫預算
業已編竣，所列25,032千元如數減列。"
22,5,3,  ,5361400500,生活美學業務,"284,038 ","282,767 ","1,271 ",  
22,5,3,1,5361400501,新竹生活美學館業務,"84,140 ","86,657 ","-2,517 ","本年度預算數之內容與上年度之比較如下：
1.人員維持費23,520千元，與上年度同。
2.基本行政工作維持費11,736千元，與上年
度同。
3.生活美學業務推展經費48,884千元，較上
年度減列生活美學活動及社區藝術表演推
廣等經費2,517千元。"
22,5,3,2,5361400502,彰化生活美學館業務,"72,800 ","69,012 ","3,788 ","本年度預算數之內容與上年度之比較如下：
1.人員維持費24,371千元，與上年度同。
2.基本行政工作維持費15,600千元，較上年
度減列館區水電及清潔養護等經費1,736
千元，增列戶外設施改善等經費1,231千
元，計淨減505千元。
3.生活美學業務推展經費32,829千元，較上
年度減列辦理文化人才培育活動及書法競
賽等經費1,034千元，增列文薈獎、村村
有藝文活動及編印各類書冊等經費5,327
千元，計淨增4,293千元。"
22,5,3,3,5361400503,臺南生活美學館業務,"70,572 ","70,572 ",-,"本年度預算數之內容與上年度之比較如下：
1.人員維持費24,493千元，較上年度核實減
列人事費907千元。
2.基本行政工作維持費26,072千元，較上年
度增列辦公庶務等經費2,426千元。
3.生活美學業務推展經費20,007千元，較上
年度減列社區營造、文創產業及生活美學
活動等經費1,519千元。"
22,5,3,4,5361400504,臺東生活美學館業務,"56,526 ","56,526 ",-,"本年度預算數之內容與上年度之比較如下：
1.人員維持費22,667千元，較上年度核實減
列人事費800千元。
2.基本行政工作維持費20,469千元，較上年
度增列館區水電及展演大樓禮堂屋頂整修
工程等經費797千元。
3.生活美學業務推展經費13,390千元，較上
年度增列社區生活美學、社區文化、特色
產業及藝術展演活動等經費3千元。"
22,5,4,  ,5361409800,第一預備金,"1,000 ","1,000 ",-,仍照上年度預算數編列。
22,6,  ,  ,0061500000,國立臺灣工藝研究發展中心,"275,096 ","262,388 ","12,708 ",  
22,6,  ,999,5361500000,文化支出,"275,096 ","262,388 ","12,708 ",  
22,6,1,  ,5361500100,一般行政,"119,879 ","121,379 ","-1,500 ","本年度預算數之內容與上年度之比較如下：
1.人員維持費89,854千元，較上年度核實減
列人事費1,500千元。
2.基本行政工作維持費30,025千元，與上年
度同。"
22,6,2,  ,5361500200,工藝研究發展中心業務,"154,717 ","140,509 ","14,208 ","本年度預算數之內容與上年度之比較如下：
1.推廣工藝研究發展經費93,941千元，較上
年度減列辦理國際天然染論壇暨展覽等經
費6,389千元，增列臺北當代工藝設計分
館開館暨營運等經費21,997千元，計淨增
15,608千元。
2.價值產值化計畫－工藝經費60,776千元，
較上年度減列跨界合作與研發等經費1,40
0千元。"
22,6,3,  ,5361509800,第一預備金,500 ,500 ,-,仍照上年度預算數編列。
22,7,  ,  ,0061600000,國立臺灣博物館,"359,907 ","321,923 ","37,984 ",  
22,7,  ,999,5361600000,文化支出,"359,907 ","321,923 ","37,984 ",  
22,7,1,  ,5361600100,一般行政,"156,778 ","164,532 ","-7,754 ","本年度預算數之內容與上年度之比較如下：
1.人員維持費59,028千元，較上年度核實減
列人事費1,117千元。
2.基本行政工作維持費97,750千元，較上年
度減列辦公庶務等經費6,637千元。"
22,7,2,  ,5361600200,博物館業務,"202,629 ","156,286 ","46,343 ","本年度預算數之內容與上年度之比較如下：
1.博物館業務之推展經費65,581千元，較上
年度增列辦理教育推廣等經費8,359千元
。
2.歷史與文化資產維護發展第二期計畫總經
費838,625千元，分年辦理，99至103年度
已編列389,821千元，本年度續編137,048
千元，較上年度增列37,984千元。"
22,7,3,  ,5361609000,一般建築及設備,-,605 ,-605 ,  
22,7,3,1,5361609011,交通及運輸設備,-,605 ,-605 ,"上年度汰購公務車1輛預算業已編竣，所列6
05千元如數減列。"
22,7,4,  ,5361609800,第一預備金,500 ,500 ,-,仍照上年度預算數編列。
22,8,  ,  ,0061700000,國立臺灣史前文化博物館,"582,175 ","221,494 ","360,681 ",  
22,8,  ,999,5361700000,文化支出,"582,175 ","221,494 ","360,681 ",  
22,8,1,  ,5361700100,一般行政,"95,605 ","96,618 ","-1,013 ","本年度預算數之內容與上年度之比較如下：
1.人員維持費60,123千元，較上年度增列員
工薪俸晉級差額等經費679千元。
2.基本行政工作維持費35,482千元，較上年
度減列辦公庶務等經費1,692千元。"
22,8,2,  ,5361702000,館務業務活動,"486,070 ","124,376 ","361,694 ","本年度預算數之內容與上年度之比較如下：
1.展示推廣教育活動業務經費13,921千元，
較上年度增列辦理展示教育工作等經費3,
290千元。
2.資訊管理業務經費1,287千元，較上年度
減列通訊費等144千元。
3.考古與史前文物之規劃研究及典藏業務經
費12,274千元，較上年度增列研究及典藏
業務等經費2,711千元。
4.卑南文化公園─基本行政工作維持費10,6
04千元，較上年度減列行政工作、機電、
資訊及監控設備維修等經費734千元。
5.工務機電管理業務經費20,486千元，較上
年度增列空調主機更新工程及設施機械養
護等經費6,524千元。
6.公共服務活動之規劃及推動經費7,412千
元，較上年度增列辦理公共服務活動推廣
業務等經費47千元。
7.卑南文化公園第二期整體計畫總經費711,
105千元，分年辦理，97至103年度已編列
661,051千元，本年度續編20,086千元，
與上年度同。
8.國立臺灣史前文化博物館南科館整體計畫
總經費1,500,000千元，分9年辦理，97至
103年度已編列674,270千元，本年度續編
第8年經費400,000千元，較上年度增列35
0,000千元。"
22,8,3,  ,5361709800,第一預備金,500 ,500 ,-,仍照上年度預算數編列。
23,  ,  ,  ,0063000000,海岸巡防署主管,"15,354,078 ","14,440,069 ","914,009 ",  
23,1,  ,  ,0063010000,海岸巡防署,"2,433,409 ","1,451,628 ","981,781 ",  
23,1,  ,999,3863010000,民政支出,"2,433,409 ","1,451,628 ","981,781 ",  
23,1,1,  ,3863010100,一般行政,"397,423 ","398,525 ","-1,102 ","本年度預算數之內容與上年度之比較如下：
1.人員維持費379,395千元，與上年度同。
2.基本行政工作維持費18,028千元，較上年
度減列各項行政事務工作等經費1,102千
元。"
23,1,2,  ,3863010200,海岸及海域巡防業務,"2,030,986 ","1,048,103 ","982,883 ","本年度預算數之內容與上年度之比較如下：
1.企劃管理作業1,158千元，較上年度減列
施政滿意度民意調查等經費213千元。
2.岸海巡防作業13,340千元，較上年度增列
海巡特考新進人員訓練等經費35千元。
3.情報蒐整作業13,119千元，較上年度減列
諮詢部署及預防犯罪宣傳工作等經費1,87
8千元。
4.後勤支援作業28,594千元，較上年度增列
財產及物品盤點設備建置計畫等經費4,08
7千元。
5.通訊資訊管理作業74,609千元，較上年度
減列執行海巡任務通訊費等7,966千元。
6.勤務管制作業408千元，較上年度減列雷
達作業系統操作訓練等經費57千元。
7.海洋事務推動作業1,974千元，較上年度
減列補助海洋事務相關議題研究及活動等
經費190千元。
8.海巡基地籌建及未來發展計畫總經費1,65
5,544千元，分11年辦理，95至103年度已
編列1,342,362千元，本年度續編第10年
經費100,610千元，較上年度增列63,410
千元。
9.應勤無線電通信系統換裝計畫總經費516,
037千元，分3年辦理，102至103年度已編
列331,223千元，本年度續編最後1年經費
184,814千元，較上年度增列27,456千元
。
10.南沙太平島交通基礎整建工程計畫總經
費3,373,773千元，分年辦理，103年度已
編列684,161千元，本年度續編1,512,360
千元，較上年度增列828,199千元。
11.海巡岸際雷達系統換裝計畫總經費742,6
28千元，分3年辦理，103年度已編列30,0
00千元，本年度續編第2年經費100,000千
元，較上年度增列70,000千元。"
23,1,3,  ,3863019800,第一預備金,"5,000 ","5,000 ",-,仍照上年度預算數編列。
23,2,  ,  ,0063100000,海洋巡防總局,"6,855,536 ","6,813,176 ","42,360 ",  
23,2,  ,999,3863100000,民政支出,"6,855,536 ","6,813,176 ","42,360 ",  
23,2,1,  ,3863100100,一般行政,"3,391,916 ","3,227,993 ","163,923 ","本年度預算數之內容與上年度之比較如下：
1.人員維持費3,355,741千元，較上年度增
列強化海巡編裝方案增加進用人員等經費
166,248千元。
2.基本行政工作維持費36,175千元，較上年
度減列總局水電費、電話費及郵資等2,32
5千元。"
23,2,2,  ,3863100200,海洋巡防業務,"3,450,381 ","3,571,665 ","-121,284 ","本年度預算數之內容與上年度之比較如下：
1.後勤業務760,936千元，較上年度增列艦
艇用油等經費109,745千元。
2.海域綜合管理1,652千元，較上年度減列
船位回報系統設備養護等經費1,146千元
。
3.維護海域秩序及資源保護9,658千元，較
上年度減列取締大陸船舶越界勤務及老舊
電腦設備汰換等經費1,947千元。
4.艦艇建造及維修664,979千元，較上年度
增列艦艇特別檢驗(大修)與艦艇保險等經
費72,131千元。
5.海事專業訓練18,447千元，較上年度增列
強化海巡編裝在職訓練及新增船員專業訓
練等經費6,135千元。
6.海域偵防查緝1,949千元，較上年度減列
偵蒐器材汰換等經費2,161千元。
7.海上巡防2,570千元，較上年度減列應勤
裝備汰換等經費6,480千元。
8.強化海巡編裝發展方案艦艇新建及延壽計
畫總經費16,204,603千元，分10年辦理，
99至103年度已編列8,977,075千元，本年
度續編第6年經費1,990,190千元，較上年
度減列297,561千元。"
23,2,3,  ,3863109000,一般建築及設備,"3,239 ","3,518 ",-279 ,  
23,2,3,1,3863109011,交通及運輸設備,"3,239 ","3,518 ",-279 ,"本年度預算數之內容與上年度之比較如下：
1.汰換勤務車3輛及偵防車1輛經費3,239千
元。
2.上年度汰換勤務車4輛及偵防車1輛預算業
已編竣，所列3,518千元如數減列。"
23,2,4,  ,3863109800,第一預備金,"10,000 ","10,000 ",-,仍照上年度預算數編列。
23,3,  ,  ,0063200000,海岸巡防總局及所屬,"6,065,133 ","6,175,265 ","-110,132 ",  
23,3,  ,999,3863200000,民政支出,"6,065,133 ","6,175,265 ","-110,132 ",  
23,3,1,  ,3863200100,一般行政,"5,311,401 ","5,312,365 ",-964 ,"本年度預算數之內容與上年度之比較如下：
1.人員維持費5,302,147千元，與上年度同
。
2.基本行政工作維持費9,254千元，較上年
度減列軍職人員團體意外保險等經費964
千元。"
23,3,2,  ,3863200200,海岸巡防業務,"743,070 ","852,900 ","-109,830 ",  
23,3,2,1,3863200201,海岸巡防規劃及管理,"129,746 ","118,596 ","11,150 ","本年度預算數之內容與上年度之比較如下：
1.岸際巡防管理9,370千元，較上年度增列
射擊訓練使用彈藥採購等經費5,560千元
。
2.港口安全檢查869千元，較上年度減列安
全檢查設(裝)備教育訓練等經費107千元
。
3.海岸緝私情報蒐整829千元，較上年度減
列機動查緝隊加菜金等經費102千元。
4.勤務裝備補給保養59,046千元，較上年度
增列人員制服及配件籌補等經費6,137千
元。
5.通信資訊管理37,425千元，較上年度減列
資訊裝備耗材籌補等經費563千元。
6.人員訓練13,348千元，較上年度減列各類
班隊訓練等經費2,471千元。
7.岸際綜合管理8,859千元，較上年度增列
巡防裝備籌補等經費2,696千元。"
23,3,2,2,3863200202,地區海岸巡防工作,"613,324 ","734,304 ","-120,980 ","本年度預算數之內容與上年度之比較如下：
1.北部地區海岸巡防勤務143,274千元，較
上年度減列網路設備及生活設施改善等經
費19,601千元。
2.中部地區海岸巡防勤務121,861千元，較
上年度減列網路設備改善及土地撥用等經
費14,351千元。
3.南部地區海岸巡防勤務226,509千元，較
上年度增列生活設施改善及應勤防護頭盔
等經費2,332千元。
4.東部地區海岸巡防勤務63,200千元，較上
年度減列設施及機械設備養護與網路設備
改善等經費10,615千元。
5.103-104年基層營舍新(改)建工程計畫總
經費95,099千元，分2年辦理，103年度已
編列59,470千元，本年度續編最後1年經
費35,629千元，較上年度減列23,841千元
。
6.新增烏石港安檢所新建工程計畫總經費30
,739千元，分2年辦理，本年度編列第1年
經費9,037千元。
7.新增臺中機動查緝隊新建工程計畫總經費
28,838千元，分2年辦理，本年度編列第1
年經費11,814千元。
8.新增鳳鼻頭安檢所新建工程計畫總經費31
,560千元，分2年辦理，本年度編列第1年
經費2,000千元。
9.上年度辦理東、南沙地區防務工事及設施
改善計畫預算業已編竣，所列77,755千元
如數減列。"
23,3,3,  ,3863209000,一般建築及設備,662 ,-,662 ,  
23,3,3,1,3863209011,交通及運輸設備,662 ,-,662 ,新增汰換偵防車1輛經費如列數。
23,3,4,  ,3863209800,第一預備金,"10,000 ","10,000 ",-,仍照上年度預算數編列。
24,  ,  ,  ,0065000000,科技部主管,"49,569,701 ","44,042,828 ","5,526,873 ",  
24,1,  ,  ,0065010000,科技部,"46,000,348 ","40,551,181 ","5,449,167 ",  
24,1,  ,999,5265010000,科學支出,"46,000,348 ","40,551,181 ","5,449,167 ",  
24,1,1,  ,5265010100,一般行政,"495,895 ","427,470 ","68,425 ","本年度預算數之內容與上年度之比較如下：
1.人員維持費353,680千元，較上年度增列
員工薪俸晉級差額等經費16,208千元。
2.基本行政工作維持費74,487千元，較上年
度增列辦公室空間調整等經費52,903千元
。
3.資訊管理經費67,728千元，較上年度減列
資訊系統開發等經費686千元。"
24,1,2,  ,5265012100,國家災害防救科技中心發展計畫,"160,000 ","160,336 ",-336 ,"本年度預算數之內容與上年度之比較如下：
1.災害技術整合與減災研究計畫經費87,816
千元，較上年度減列前瞻性地區防災力評
估方法建置等經費2,700千元，增列流域
模擬與評估等經費7,016千元，計淨增4,3
16千元。
2.防災科技支援與服務平台計畫經費72,184
千元，較上年度減列災害管理資訊平台與
系統雲端應用之規劃及建置等經費4,816
千元，增列科技方案規劃推動與政策建議
經費164千元，計淨減4,652千元。"
24,1,3,  ,5265013100,財團法人國家實驗研究院發展計畫,"5,530,615 ","5,456,749 ","73,866 ","本年度預算數之內容與上年度之比較如下：
1.晶片設計實作計畫經費327,325千元，較
上年度減列智慧電子系統整合技術經費11
,021千元，增列晶片系統設計與實作平台
、下世代無線通訊毫米波射頻前端電路設
計製造與量測技術發展等經費50,309千元
，計淨增39,288千元。
2.儀器科技發展計畫經費457,162千元，較
上年度減列儀器技術平台發展與應用經費
18,465千元，增列前瞻光機電系統研發、
生醫科技研發環境建置、生醫科技學研團
隊輔導等經費52,427千元，計淨增33,962
千元。
3.高速計算與網路應用研究計畫經費685,45
4千元，較上年度減列計算設施維運與資
訊服務、網路服務與資訊安全、高速計算
技術與應用等經費86,121千元，增列大資
料應用與技術發展經費4,435千元，計淨
減81,686千元。
4.地震工程之運作及發展計畫經費683,278
千元，較上年度增列國震中心第二實驗設
施建置等經費333,330千元。其中國震中
心第二實驗設施建置計畫總經費1,100,00
0千元，分3年辦理，103年度已編列55,00
0千元，本年度續編第2年經費401,952千
元，較上年度增列346,952千元。
5.奈米元件研究與技術人才培育服務計畫經
費445,668千元，較上年度減列奈米元件
研究服務環境建置與維運、高頻量測服務
整合型計畫等經費44,128千元，增列前瞻
元件技術開發經費6,880千元，計淨減37,
248千元。
6.建構全國實驗動物資源服務中心計畫經費
309,614千元，較上年度減列實驗動物資
源與試驗服務平台、動物模式開發與應用
等經費10,386千元。
7.太空科技發展與服務計畫經費1,586,364
千元，較上年度減列福衛七號、太空科技
營運服務平台等經費387,875千元，增列
福衛五號、衛星關鍵技術研發等經費246,
081千元，計淨減141,794千元。
8.科技發展趨勢分析與資訊服務計畫經費29
4,456千元，較上年度減列科研資料建構
分析與服務經費13,731千元，增列科技發
展趨勢與創新生態系統研究、生醫產業商
品化人才培育等經費8,327千元，計淨減5
,404千元。
9.海洋科技發展計畫經費547,652千元，較
上年度減列海洋科技研發平台服務、海研
五號科研儀器建置暨營運等經費65,194千
元，增列海洋資訊平台服務、海洋科技前
瞻研究推動等經費10,005千元，計淨減55
,189千元。
10.颱風洪水研究發展計畫經費104,305千元
，較上年度減列極端雨量致災之分析與預
警系統研發經費10,353千元，增列大氣水
文觀測分析與整合服務平台經費10,009千
元，計淨減344千元。
11.財團法人國家實驗研究院發展計畫經費8
9,337千元，較上年度減列單位運作經費6
63千元。"
24,1,4,  ,5265013200,財團法人國家同步輻射研究中心發展計畫,"1,781,947 ","1,759,269 ","22,678 ","本年度預算數之內容與上年度之比較如下：
1.財團法人國家同步輻射研究中心發展計畫
經費350,000千元，與上年度同。
2.台灣光源計畫經費600,000千元，較上年
度減列光束線、機電與低溫、實驗設施之
運轉維護經費43,031千元，增列加速器運
轉維護經費3,031千元，計淨減40,000千
元。
3.台灣光子源計畫經費345,092千元，較上
年度減列共用設施各子系統之運轉維護經
費84,449千元，增列加速器各子系統運轉
維護經費39,541千元，計淨減44,908千元
。
4.台灣光子源周邊實驗設施興建計畫經費46
0,266千元，較上年度減列光束線與實驗
站建置經費59,467千元，增列前端區及插
件磁鐵建置、設施通用系統建置等經費16
9,733千元，計淨增110,266千元。
5.台澳中子設施運轉維護經費26,589千元，
較上年度減列建置駐外辦公室實驗設施等
經費2,680千元。"
24,1,5,  ,5265018100,非營業特種基金,"38,030,381 ","32,745,847 ","5,284,534 ",  
24,1,5,1,5265018110,國家科學技術發展基金,"38,030,381 ","32,745,847 ","5,284,534 ","本年度預算數38,030,381千元，係國庫增撥
國家科學技術發展基金，作為下列用途：
1.自然科學研究發展3,518,598千元。
2.工程技術研究發展5,768,849千元。
3.生物、醫、農科學研究發展5,966,964千
元。
4.人文及社會科學研究發展3,179,940千元
。
5.科學教育研究發展1,096,766千元。
6.產學合作目標導向型計畫1,182,251千元
。
7.跨領域整合型研究計畫362,559千元。
8.培育優秀學者及團隊計畫959,626千元。
9.私立大學校院發展研發特色專案計畫335,
081千元。
10.自由型卓越學研及百人拓荒專案計畫367
,459千元。
11.國際科技合作1,026,587千元。
12.前瞻及應用科技1,127,983千元。
13.跨部會署執行之科技計畫1,732,043千元
。
14.加速行動寬頻服務及產業發展計畫7,000
,000千元。
15.培育、延攬及獎助科技人才計畫2,195,3
00千元。
16.其他科技發展計畫2,210,375千元。"
24,1,6,  ,5265019800,第一預備金,"1,510 ","1,510 ",-,仍照上年度預算數編列。
24,2,  ,  ,0065100000,新竹科學工業園區管理局及所屬,"902,248 ","1,181,152 ","-278,904 ",  
24,2,  ,999,5165100000,教育支出,"416,004 ","420,104 ","-4,100 ",  
24,2,1,  ,5165101100,國立科學工業園區實驗高級中學,"416,004 ","420,104 ","-4,100 ",  
24,2,1,1,5165101101,行政管理,"378,529 ","378,465 ",64 ,"本年度預算數之內容與上年度之比較如下：
1.人員維持費366,593千元，較上年度增列
員工薪俸晉級差額等經費82千元。
2.基本行政工作維持費11,936千元，較上年
度減列辦公器具養護費18千元。"
24,2,1,2,5165101102,教學訓輔業務,"20,737 ","21,129 ",-392 ,"本年度預算數之內容與上年度之比較如下：
1.基本教學訓輔工作維持費7,439千元，較
上年度增列電費等1,817千元。
2.高國中部教學訓輔經費3,390千元，較上
年度減列教材印刷、教學設備維護及教學
器具費等565千元，增列補助原住民學生
助學金、住宿、伙食費32千元，計淨減53
3千元。
3.雙語部教學訓輔經費5,384千元，較上年
度減列教材印刷、教學設備維護及教學器
具等經費607千元。
4.國小部教學訓輔經費2,346千元，較上年
度減列教材印刷、教學設備維護及教學器
具等經費544千元。
5.綠能科技教學拓展計畫經費2,178千元，
較上年度減列實驗教室設施、設備拆除搬
遷安裝等經費525千元。"
24,2,1,3,5165101104,教學建築及設備,"16,738 ","20,510 ","-3,772 ","本年度預算數之內容與上年度之比較如下：
1.校舍改善工程經費4,312千元，較上年度
減列擴校工程經費14,913千元，增列廁所
改善工程等經費1,037千元，計淨減13,87
6千元。
2.資訊設備經費1,542千元，與上年度同。
3.教室及辦公設備經費2,350千元，較上年
度增列汰換活動中心空調系統等經費1,57
0千元。
4.新增校舍銜接通道整建暨創意學習計畫工
程經費4,267千元。
5.新增擴校校區充實教學設備計畫經費4,26
7千元。"
24,2,  ,999,5265100000,科學支出,"486,244 ","761,048 ","-274,804 ",  
24,2,2,  ,5265100100,一般行政,"248,108 ","262,056 ","-13,948 ","本年度預算數之內容與上年度之比較如下：
1.人員維持費228,412千元，較上年度核實
減列人事費9,740千元。
2.基本行政工作維持費19,696千元，較上年
度減列檔案庫房消防提升工程等經費4,20
8千元。"
24,2,3,  ,5265101000,園區業務推展,"219,446 ","235,335 ","-15,889 ",  
